"","Item_5","Item_6","Item_7","Item_8","Item_17","Item_18","Item_19","Item_20","Item_29","Item_30","Item_31","Item_32","Item_9","Item_10","Item_11","Item_12","Item_21","Item_22","Item_23","Item_24","Item_33","Item_34","Item_35","Item_36","Item_13","Item_14","Item_15","Item_16","Item_25","Item_26","Item_27","Item_28","Item_1","Item_2","Item_3","Item_4"
"Item_5",1,0.363922590209887,0.297198700924647,0.52152080079155,0.387666872365908,0.524944206784237,0.3358298177148,0.243938021021818,0.364759322506754,0.196402434287397,0.310828031677457,0.428067338253334,0.189778238127023,0.166108023845197,0.00310022890669188,0.107103293121603,0.251654399447064,0.369528507219842,0.222594844901736,0.0780339723306922,0.293115951372871,0.281274618471562,0.352299944521623,0.0524316110707461,0.157566610807349,0.392044621556713,0.260046072542649,0.276131937500172,0.403030323165313,0.344240637118923,0.382241384970664,0.363619344308043,0.164321525680215,0.252829331872382,0.334660099240217,0.242712547846297
"Item_6",0.363922590209887,1,0.155529035190978,0.293421412006207,0.324738949268624,0.403750092713073,0.208140444306401,0.345773352543545,0.238044212609905,0.0585226571120671,0.200580146544588,0.258219543043988,0.0822074063021322,-0.06151199937125,-0.110960954312216,-0.0475556384980639,0.133436786542904,0.225387043751772,0.139999727527553,0.0620790508934348,0.158200351083951,0.106306295291,0.146234475090139,-0.0314699082194491,0.0668667159087615,0.492727680299716,0.141888649861442,0.181033451931369,0.34804897116998,0.238621672899958,0.369430778638266,0.170257064656803,0.0492806230187663,0.0169766773625976,0.266331182951352,-0.0259698839435271
"Item_7",0.297198700924647,0.155529035190978,1,0.252778909927832,0.353395266945905,0.283998074221827,0.394707268658764,0.106568386748034,0.153444721121511,0.145165034497362,0.189559500851905,0.215098749218559,0.222416965289791,0.178529645095751,0.0502468926172942,0.145642011798821,0.210187009302988,0.247682732215871,0.149341946039881,0.123814520820685,0.183870212454516,0.296498737245038,0.123579668921786,0.0306986723196822,0.223071340373364,0.131258761973651,0.287569937756456,0.115405467910977,0.225587300599784,0.107223459217027,0.159168402404177,0.0933953193224049,0.116405142238382,0.104387393307643,0.225683244053369,0.125735479375095
"Item_8",0.52152080079155,0.293421412006207,0.252778909927832,1,0.557325787342402,0.823148438099282,0.346486854408887,0.398463243953623,0.496017360365637,0.204533983604238,0.472210167189858,0.505406716107157,0.216835810391618,0.166354216312149,0.131686191930348,0.260240881186909,0.34426175134669,0.430803008936807,0.283727143369894,0.226875321653421,0.31808584106158,0.291459062544461,0.463702354181395,0.269016150525454,0.344743132749899,0.47286361144972,0.343109919181546,0.487206218529736,0.446482752458505,0.468097928881503,0.52252972879158,0.53765022011297,0.300812402999209,0.136145566972646,0.486560443458092,0.0753864553111805
"Item_17",0.387666872365908,0.324738949268624,0.353395266945905,0.557325787342402,1,0.56413580200733,0.526446421503885,0.228102994189498,0.466778907984485,0.193939218021251,0.459535050834437,0.566491739218393,0.245044395799103,0.258412063360015,0.055641972830768,0.236538199347432,0.385271600320795,0.522292273762972,0.315242612195467,0.241923613524137,0.342831993206141,0.383304626855558,0.413079469097846,0.200327524096579,0.347031528111557,0.359313025125525,0.354405457175985,0.332385182757897,0.421090736265523,0.391383513932442,0.410023696954226,0.379832773002579,0.29359674470592,0.10112507900973,0.425055876565038,0.0606495085722427
"Item_18",0.524944206784237,0.403750092713073,0.283998074221827,0.823148438099282,0.56413580200733,1,0.429530945489609,0.409631817839136,0.533970078846969,0.256308309291811,0.507225041215597,0.544915232578216,0.216902235541322,0.199765568268118,0.121236604753864,0.260193867923995,0.335810263036635,0.545415741825269,0.344596935334152,0.231429853715281,0.369993198965906,0.327244095037756,0.499971949849061,0.228639735033669,0.352966680938024,0.519323953959015,0.404437972424487,0.517441278771133,0.471400564085943,0.500802087185343,0.542663463993599,0.520057725754459,0.2454031167528,0.16175279481445,0.482537944996611,0.0947781577929126
"Item_19",0.3358298177148,0.208140444306401,0.394707268658764,0.346486854408887,0.526446421503885,0.429530945489609,1,0.171071461021309,0.425234766094613,0.311047909614516,0.506876289839973,0.51868446350689,0.401016045165272,0.393896118190007,0.104196560299159,0.235648513918721,0.467684595143689,0.58243399598363,0.420062295005889,0.287040677761751,0.414110416274457,0.525674862590805,0.375843433449287,0.140049320051798,0.364412172240788,0.208564361099085,0.306224659777869,0.356281106301419,0.396824029618203,0.364091407460758,0.358097407636784,0.398125046748253,0.212451232197498,0.285909295276562,0.41750437875431,0.243897155442484
"Item_20",0.243938021021818,0.345773352543545,0.106568386748034,0.398463243953623,0.228102994189498,0.409631817839136,0.171071461021309,1,0.356529248135052,0.253925878016076,0.210480922963528,0.331014623981214,-0.0506433099218162,-0.0789866418217898,-0.010428859663103,0.0261790307194202,0.0905125314378997,0.264232786405313,0.069215016049868,-0.0027980780936511,0.110189948629065,0.15609044982641,0.342097731304453,0.327670876429211,0.0394699320403975,0.613910936053276,0.0892192213900305,0.304296662871261,0.329520670052232,0.418917688438495,0.510003528057763,0.294356326931445,0.0853472511797755,-0.160587993915715,0.209365549814422,-0.21583940854799
"Item_29",0.364759322506754,0.238044212609905,0.153444721121511,0.496017360365637,0.466778907984485,0.533970078846969,0.425234766094613,0.356529248135052,1,0.30558861428334,0.524471294629199,0.622354376726452,0.172411951154036,0.179100535452174,0.156646478072748,0.271521163798024,0.385494808947031,0.543635007916199,0.376763915397797,0.212643953943108,0.288211074939248,0.340994007502574,0.74944032803169,0.399297112703903,0.236490400135986,0.356710795462828,0.257411398757725,0.345050323400193,0.552621045483789,0.658407053994619,0.586279170311405,0.600993888128656,0.254349993328282,0.138666020689816,0.445321686222498,0.0967401253648099
"Item_30",0.196402434287397,0.0585226571120671,0.145165034497362,0.204533983604238,0.193939218021251,0.256308309291811,0.311047909614516,0.253925878016076,0.30558861428334,1,0.300471586250068,0.346759166239814,0.0459106335035899,0.0167893277497295,-0.0247417357522905,0.0391164353684614,0.0649882517556696,0.216416208457697,0.190434884613464,0.0654658938039527,0.238962780484814,0.331950057263716,0.281890522211524,0.330856163034774,0.000675298972077045,0.148474661205639,0.0310028057924713,0.183366067012254,0.211303660214879,0.430412425353336,0.25951206670426,0.355966611840003,0.0333167837954178,-0.0163183575118632,0.208123985730379,-0.0363221169451317
"Item_31",0.310828031677457,0.200580146544588,0.189559500851905,0.472210167189858,0.459535050834437,0.507225041215597,0.506876289839973,0.210480922963528,0.524471294629199,0.300471586250068,1,0.566987114831677,0.258300052957829,0.153025197592167,0.0940086752563567,0.202200044868204,0.285175401802519,0.512605119869102,0.342702789282332,0.192424565545284,0.532650166262792,0.492679149154375,0.485667302729532,0.288380112632228,0.21075942582237,0.212027666568692,0.22413144286154,0.32902919219033,0.378508054547521,0.429318366224778,0.386070966665559,0.466026007314944,0.200077035091699,0.205000621210454,0.369627694563389,0.13093646790444
"Item_32",0.428067338253334,0.258219543043988,0.215098749218559,0.505406716107157,0.566491739218393,0.544915232578216,0.51868446350689,0.331014623981214,0.622354376726452,0.346759166239814,0.566987114831677,1,0.218745202611377,0.207149008497354,0.015187927804473,0.275215198274226,0.355637766771949,0.554078863696617,0.355680472235076,0.173445619619869,0.450906321592708,0.400449335094942,0.526629480774967,0.259292422556079,0.313963958604094,0.383493918710647,0.280270286873715,0.400166795205129,0.519934866194473,0.552780888688115,0.561817531859097,0.562738344187891,0.297005411186323,0.165585012463573,0.483700144097457,0.0954496345127652
"Item_9",0.189778238127023,0.0822074063021322,0.222416965289791,0.216835810391618,0.245044395799103,0.216902235541322,0.401016045165272,-0.0506433099218162,0.172411951154036,0.0459106335035899,0.258300052957829,0.218745202611377,1,0.396731376147349,0.0200700846475484,0.292296208407515,0.360770055273889,0.266143381083004,0.334401709353343,0.18788870531205,0.231108859056368,0.224848903796231,0.158515342044072,0.00630591995862928,0.344235358481134,0.0108350273109486,0.140588854449216,0.207128443065424,0.256337442566907,0.113320478489632,0.230833663105024,0.261366777582514,0.1823922504023,0.319035533693841,0.327840107812827,0.292096340382039
"Item_10",0.166108023845197,-0.06151199937125,0.178529645095751,0.166354216312149,0.258412063360015,0.199765568268118,0.393896118190007,-0.0789866418217898,0.179100535452174,0.0167893277497295,0.153025197592167,0.207149008497354,0.396731376147349,1,0.129661878364429,0.240433490032767,0.208825296399003,0.326593094631979,0.31757383730755,0.165107347403752,0.14354976980955,0.163652501124406,0.144012019328403,-0.0210910222291674,0.404957906352629,-0.0405247495289715,0.19246209432858,0.153343848427605,0.192131944840219,0.096098858926211,0.132384918522075,0.241083613012733,0.109925717266046,0.27738381559517,0.177428811952661,0.287422906235443
"Item_11",0.00310022890669188,-0.110960954312216,0.0502468926172942,0.131686191930348,0.055641972830768,0.121236604753864,0.104196560299159,-0.010428859663103,0.156646478072748,-0.0247417357522905,0.0940086752563567,0.015187927804473,0.0200700846475484,0.129661878364429,1,0.340603054847943,0.19550602103947,0.180707892459876,0.237802705197752,0.115434086247459,0.130599493011318,0.131103060041737,0.212574914977718,0.12402776350188,0.314557357551216,-0.0164721763431705,0.0735262193109202,0.260667270590222,0.0504708148234886,0.0371844953711691,0.00557898501204419,0.0800034059103375,0.35499483536447,-0.0201612131984213,0.096343200262425,-0.0572517778584377
"Item_12",0.107103293121603,-0.0475556384980639,0.145642011798821,0.260240881186909,0.236538199347432,0.260193867923995,0.235648513918721,0.0261790307194202,0.271521163798024,0.0391164353684614,0.202200044868204,0.275215198274226,0.292296208407515,0.240433490032767,0.340603054847943,1,0.316509885190525,0.316721981450931,0.233219063191504,0.233555741548884,0.239317068918174,0.226685028529361,0.330195920662377,0.131296293157234,0.543948556295989,0.061692507501712,0.227531182835248,0.393203927207659,0.151696073531139,0.133216170347954,0.184945017488502,0.246003709574085,0.510734074426328,0.0614817926009587,0.317641739707823,0.0309648659872847
"Item_21",0.251654399447064,0.133436786542904,0.210187009302988,0.34426175134669,0.385271600320795,0.335810263036635,0.467684595143689,0.0905125314378997,0.385494808947031,0.0649882517556696,0.285175401802519,0.355637766771949,0.360770055273889,0.208825296399003,0.19550602103947,0.316509885190525,1,0.43143975844787,0.428945694939237,0.33044506012588,0.241459216191711,0.286841467594825,0.338833872912306,0.101529371142206,0.461217755079263,0.208041520485801,0.244515277237883,0.369615803417508,0.349646989346793,0.225359830047376,0.338900257975857,0.424008482739831,0.313827779451593,0.177422267579222,0.407054043839104,0.150320164240417
"Item_22",0.369528507219842,0.225387043751772,0.247682732215871,0.430803008936807,0.522292273762972,0.545415741825269,0.58243399598363,0.264232786405313,0.543635007916199,0.216416208457697,0.512605119869102,0.554078863696617,0.266143381083004,0.326593094631979,0.180707892459876,0.316721981450931,0.43143975844787,1,0.491510206082463,0.331465084177512,0.427273835513541,0.434741636030364,0.561131625803605,0.174452923457676,0.393055118913851,0.318023740797694,0.347291147595735,0.415445068911457,0.399723326813008,0.414048294678124,0.406455417133806,0.438455539997412,0.264718891167897,0.169673167898432,0.416713042935006,0.116402039466613
"Item_23",0.222594844901736,0.139999727527553,0.149341946039881,0.283727143369894,0.315242612195467,0.344596935334152,0.420062295005889,0.069215016049868,0.376763915397797,0.190434884613464,0.342702789282332,0.355680472235076,0.334401709353343,0.31757383730755,0.237802705197752,0.233219063191504,0.428945694939237,0.491510206082463,1,0.307482028211434,0.26097131636888,0.37187963527707,0.402010918701024,0.166328372295221,0.38838211403137,0.177142506504534,0.232606840196329,0.359667290774455,0.314751045217132,0.325440252154361,0.25564848907846,0.375485089485618,0.220687481935137,0.220475225153677,0.329123621592154,0.167520681493398
"Item_24",0.0780339723306922,0.0620790508934348,0.123814520820685,0.226875321653421,0.241923613524137,0.231429853715281,0.287040677761751,-0.0027980780936511,0.212643953943108,0.0654658938039527,0.192424565545284,0.173445619619869,0.18788870531205,0.165107347403752,0.115434086247459,0.233555741548884,0.33044506012588,0.331465084177512,0.307482028211434,1,0.266226297214765,0.258694966812697,0.277839968097971,0.0893452352951387,0.315676169449152,0.145084208899663,0.0493491087699473,0.378576687500019,0.207335158369944,0.166477321498498,0.139800424044112,0.304951284048856,0.266771994120879,-0.0652028545748011,0.250745841603639,-0.0844272576131451
"Item_33",0.293115951372871,0.158200351083951,0.183870212454516,0.31808584106158,0.342831993206141,0.369993198965906,0.414110416274457,0.110189948629065,0.288211074939248,0.238962780484814,0.532650166262792,0.450906321592708,0.231108859056368,0.14354976980955,0.130599493011318,0.239317068918174,0.241459216191711,0.427273835513541,0.26097131636888,0.266226297214765,1,0.472497441022462,0.271292638935361,0.151633556801378,0.276794607216602,0.199086212765827,0.194899643567845,0.266530876636253,0.28175873547825,0.256406200628858,0.296918020542357,0.299199624424343,0.224941323987819,0.0877896228148774,0.253627371072558,-0.00063242611326701
"Item_34",0.281274618471562,0.106306295291,0.296498737245038,0.291459062544461,0.383304626855558,0.327244095037756,0.525674862590805,0.15609044982641,0.340994007502574,0.331950057263716,0.492679149154375,0.400449335094942,0.224848903796231,0.163652501124406,0.131103060041737,0.226685028529361,0.286841467594825,0.434741636030364,0.37187963527707,0.258694966812697,0.472497441022462,1,0.354017166465404,0.23437859773787,0.269107375009358,0.157296137113939,0.14595106362876,0.291932836556617,0.271909448510937,0.318857121232152,0.213439588853636,0.364630773234604,0.191504957266773,0.159968899546114,0.309237040709937,0.113149003808762
"Item_35",0.352299944521623,0.146234475090139,0.123579668921786,0.463702354181395,0.413079469097846,0.499971949849061,0.375843433449287,0.342097731304453,0.74944032803169,0.281890522211524,0.485667302729532,0.526629480774967,0.158515342044072,0.144012019328403,0.212574914977718,0.330195920662377,0.338833872912306,0.561131625803605,0.402010918701024,0.277839968097971,0.271292638935361,0.354017166465404,1,0.44602675349483,0.290979320840643,0.321158592984597,0.215911140144183,0.372329695257135,0.539160375648769,0.591732409133534,0.551556726552014,0.557425170858373,0.282010364964876,0.121848333138615,0.402795691627837,0.0754501201917152
"Item_36",0.0524316110707461,-0.0314699082194491,0.0306986723196822,0.269016150525454,0.200327524096579,0.228639735033669,0.140049320051798,0.327670876429211,0.399297112703903,0.330856163034774,0.288380112632228,0.259292422556079,0.00630591995862928,-0.0210910222291674,0.12402776350188,0.131296293157234,0.101529371142206,0.174452923457676,0.166328372295221,0.0893452352951387,0.151633556801378,0.23437859773787,0.44602675349483,1,0.0637450204698966,0.254580769858849,0.00960762858988461,0.211994265172064,0.238238760939554,0.45174413948737,0.362482358468045,0.364684128282149,0.172270274643581,-0.121256422757013,0.116897702749264,-0.150071910307943
"Item_13",0.157566610807349,0.0668667159087615,0.223071340373364,0.344743132749899,0.347031528111557,0.352966680938024,0.364412172240788,0.0394699320403975,0.236490400135986,0.000675298972077045,0.21075942582237,0.313963958604094,0.344235358481134,0.404957906352629,0.314557357551216,0.543948556295989,0.461217755079263,0.393055118913851,0.38838211403137,0.315676169449152,0.276794607216602,0.269107375009358,0.290979320840643,0.0637450204698966,1,0.135284063499545,0.28006883851183,0.485573195523141,0.243901573624784,0.140485357781944,0.219187877021196,0.309994195939038,0.52413078199908,0.132326667874213,0.475173084074252,0.0779638561089136
"Item_14",0.392044621556713,0.492727680299716,0.131258761973651,0.47286361144972,0.359313025125525,0.519323953959015,0.208564361099085,0.613910936053276,0.356710795462828,0.148474661205639,0.212027666568692,0.383493918710647,0.0108350273109486,-0.0405247495289715,-0.0164721763431705,0.061692507501712,0.208041520485801,0.318023740797694,0.177142506504534,0.145084208899663,0.199086212765827,0.157296137113939,0.321158592984597,0.254580769858849,0.135284063499545,1,0.151595869205532,0.449732961093793,0.264904624280896,0.389629815302502,0.495026052425469,0.287254585822713,0.169944814594209,-0.143628487306723,0.308952397080101,-0.199953779862721
"Item_15",0.260046072542649,0.141888649861442,0.287569937756456,0.343109919181546,0.354405457175985,0.404437972424487,0.306224659777869,0.0892192213900305,0.257411398757725,0.0310028057924713,0.22413144286154,0.280270286873715,0.140588854449216,0.19246209432858,0.0735262193109202,0.227531182835248,0.244515277237883,0.347291147595735,0.232606840196329,0.0493491087699473,0.194899643567845,0.14595106362876,0.215911140144183,0.00960762858988461,0.28006883851183,0.151595869205532,1,0.290178074763461,0.136036134523219,0.202881793548187,0.190045040803399,0.193589796105472,0.216156692736227,0.200656465191091,0.276823014616143,0.141966548967238
"Item_16",0.276131937500172,0.181033451931369,0.115405467910977,0.487206218529736,0.332385182757897,0.517441278771133,0.356281106301419,0.304296662871261,0.345050323400193,0.183366067012254,0.32902919219033,0.400166795205129,0.207128443065424,0.153343848427605,0.260667270590222,0.393203927207659,0.369615803417508,0.415445068911457,0.359667290774455,0.378576687500019,0.266530876636253,0.291932836556617,0.372329695257135,0.211994265172064,0.485573195523141,0.449732961093793,0.290178074763461,1,0.246160584632819,0.320818286300546,0.327309260776041,0.420379587459669,0.450970103828203,0.0755973597062228,0.495630591502419,0.029277085213072
"Item_25",0.403030323165313,0.34804897116998,0.225587300599784,0.446482752458505,0.421090736265523,0.471400564085943,0.396824029618203,0.329520670052232,0.552621045483789,0.211303660214879,0.378508054547521,0.519934866194473,0.256337442566907,0.192131944840219,0.0504708148234886,0.151696073531139,0.349646989346793,0.399723326813008,0.314751045217132,0.207335158369944,0.28175873547825,0.271909448510937,0.539160375648769,0.238238760939554,0.243901573624784,0.264904624280896,0.136036134523219,0.246160584632819,1,0.562878003198642,0.614869327145192,0.506496648083044,0.170801224676914,0.160328901862021,0.376469860581273,0.0935947388914557
"Item_26",0.344240637118923,0.238621672899958,0.107223459217027,0.468097928881503,0.391383513932442,0.500802087185343,0.364091407460758,0.418917688438495,0.658407053994619,0.430412425353336,0.429318366224778,0.552780888688115,0.113320478489632,0.096098858926211,0.0371844953711691,0.133216170347954,0.225359830047376,0.414048294678124,0.325440252154361,0.166477321498498,0.256406200628858,0.318857121232152,0.591732409133534,0.45174413948737,0.140485357781944,0.389629815302502,0.202881793548187,0.320818286300546,0.562878003198642,1,0.538330266044015,0.671172369466842,0.166294059722233,0.167963662355445,0.338139490244619,0.0872805743598002
"Item_27",0.382241384970664,0.369430778638266,0.159168402404177,0.52252972879158,0.410023696954226,0.542663463993599,0.358097407636784,0.510003528057763,0.586279170311405,0.25951206670426,0.386070966665559,0.561817531859097,0.230833663105024,0.132384918522075,0.00557898501204419,0.184945017488502,0.338900257975857,0.406455417133806,0.25564848907846,0.139800424044112,0.296918020542357,0.213439588853636,0.551556726552014,0.362482358468045,0.219187877021196,0.495026052425469,0.190045040803399,0.327309260776041,0.614869327145192,0.538330266044015,1,0.482677126909615,0.248831946507418,0.0296149664093306,0.37761120081594,-0.0194581581511463
"Item_28",0.363619344308043,0.170257064656803,0.0933953193224049,0.53765022011297,0.379832773002579,0.520057725754459,0.398125046748253,0.294356326931445,0.600993888128656,0.355966611840003,0.466026007314944,0.562738344187891,0.261366777582514,0.241083613012733,0.0800034059103375,0.246003709574085,0.424008482739831,0.438455539997412,0.375485089485618,0.304951284048856,0.299199624424343,0.364630773234604,0.557425170858373,0.364684128282149,0.309994195939038,0.287254585822713,0.193589796105472,0.420379587459669,0.506496648083044,0.671172369466842,0.482677126909615,1,0.263734170343484,0.275414555390207,0.468525940835655,0.204827049413779
"Item_1",0.164321525680215,0.0492806230187663,0.116405142238382,0.300812402999209,0.29359674470592,0.2454031167528,0.212451232197498,0.0853472511797755,0.254349993328282,0.0333167837954178,0.200077035091699,0.297005411186323,0.1823922504023,0.109925717266046,0.35499483536447,0.510734074426328,0.313827779451593,0.264718891167897,0.220687481935137,0.266771994120879,0.224941323987819,0.191504957266773,0.282010364964876,0.172270274643581,0.52413078199908,0.169944814594209,0.216156692736227,0.450970103828203,0.170801224676914,0.166294059722233,0.248831946507418,0.263734170343484,1,0.0124914032345226,0.418275132508305,-0.0256098291742946
"Item_2",0.252829331872382,0.0169766773625976,0.104387393307643,0.136145566972646,0.10112507900973,0.16175279481445,0.285909295276562,-0.160587993915715,0.138666020689816,-0.0163183575118632,0.205000621210454,0.165585012463573,0.319035533693841,0.27738381559517,-0.0201612131984213,0.0614817926009587,0.177422267579222,0.169673167898432,0.220475225153677,-0.0652028545748011,0.0877896228148774,0.159968899546114,0.121848333138615,-0.121256422757013,0.132326667874213,-0.143628487306723,0.200656465191091,0.0755973597062228,0.160328901862021,0.167963662355445,0.0296149664093306,0.275414555390207,0.0124914032345226,1,0.149213515118557,0.893116516127509
"Item_3",0.334660099240217,0.266331182951352,0.225683244053369,0.486560443458092,0.425055876565038,0.482537944996611,0.41750437875431,0.209365549814422,0.445321686222498,0.208123985730379,0.369627694563389,0.483700144097457,0.327840107812827,0.177428811952661,0.096343200262425,0.317641739707823,0.407054043839104,0.416713042935006,0.329123621592154,0.250745841603639,0.253627371072558,0.309237040709937,0.402795691627837,0.116897702749264,0.475173084074252,0.308952397080101,0.276823014616143,0.495630591502419,0.376469860581273,0.338139490244619,0.37761120081594,0.468525940835655,0.418275132508305,0.149213515118557,1,0.0924532599286188
"Item_4",0.242712547846297,-0.0259698839435271,0.125735479375095,0.0753864553111805,0.0606495085722427,0.0947781577929126,0.243897155442484,-0.21583940854799,0.0967401253648099,-0.0363221169451317,0.13093646790444,0.0954496345127652,0.292096340382039,0.287422906235443,-0.0572517778584377,0.0309648659872847,0.150320164240417,0.116402039466613,0.167520681493398,-0.0844272576131451,-0.00063242611326701,0.113149003808762,0.0754501201917152,-0.150071910307943,0.0779638561089136,-0.199953779862721,0.141966548967238,0.029277085213072,0.0935947388914557,0.0872805743598002,-0.0194581581511463,0.204827049413779,-0.0256098291742946,0.893116516127509,0.0924532599286188,1
